ATR,Entry_Window,Exit_Window,Sharpe,Net_Profit,Drawdown,Trades,WinRate
2.0,10,5,0.48953153951295086,787.4616565282004,63.69385000792628,41,36.58536585365854
1.75,10,5,0.4632653026099017,693.1258906936487,62.27823865901111,43,34.883720930232556
2.25,10,5,0.45141605100875326,656.5026640653573,63.6938500079263,41,36.58536585365854
2.75,10,5,0.4465221033881451,645.7039476404739,63.69385000792629,40,37.5
3.0,10,5,0.4465221033881451,645.7039476404739,63.69385000792629,40,37.5
3.0,10,20,0.43885108593899064,615.9570631849538,64.30682957703027,26,30.76923076923077
2.75,10,15,0.3995666772850344,479.66204388774304,67.60409530996377,31,29.03225806451613
2.75,10,10,0.394830425332199,472.2083555650147,67.26017023603283,35,34.285714285714285
3.0,10,15,0.3892909301567194,443.5105465213783,69.48871378697746,30,30.0
3.0,10,10,0.3793879836913448,423.2871461723853,68.34810867987312,35,34.285714285714285
1.75,10,15,0.3727113044601372,412.7346940829402,66.68790861947674,40,30.0
2.25,10,15,0.3726866769125762,409.9529356654948,65.28514445887733,36,33.33333333333333
1.75,10,10,0.36478923779050854,390.7244638101902,65.49857750011208,41,31.70731707317073
2.0,10,15,0.36458839885453526,387.5353437900276,64.49376968910774,38,31.57894736842105
1.75,10,20,0.35680450060350244,367.6834266781834,66.68790861947674,40,30.0
2.0,10,10,0.35673513788904965,365.9177162508222,64.49376968910775,39,33.33333333333333
2.25,10,10,0.34984313201153655,345.57553350811486,64.49376968910775,38,34.21052631578947
2.25,10,20,0.3492600471966021,343.5613393096264,65.28514445887734,34,32.35294117647059
2.0,10,20,0.3409395183746783,322.1993427476041,64.49376968910772,36,30.555555555555557
